VRT名称,VFG名称,CCC,旧件名称,故障描述,故障原因,故障模式
智能化,驾驶辅助,自动紧急制动系统问题,自适应巡航控制器总成,客户反映ACC自己刹车,经维修师傅检查ACC因故障导致偶发紧急制动。,AEB误触发
智能化,驾驶辅助,自适应巡航问题,前视摄像头总成,客户反映acc自适应巡航故障灯偶发性点亮,诊断故障码为：B220649 LAS内部电路永久故障，经检查判定为前视摄像头内部故障导致,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户反映变道辅助灯常亮。,经维修师傅检测是由于后杠线束及侧向毫米波雷达总成插接不良导致变道辅助灯常亮。,并线辅助功能失效
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户反映并线辅助故障灯亮。,并线辅助故障灯亮是因为侧向毫米波雷达总成故障。,并线辅助故障灯亮
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户反映侧向雷达在侧向来的车情况下无响应提示,经过维修技师检查确认是侧向毫米波雷达总成感应失效导致故障,并线辅助功能失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车的后摄像头里面一直起雾，不得干,警维修师傅检查是全景后摄像头总成出现故障,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,云台摄像头总成,客户反映车顶摄像头不能旋转拍照,经检查为云台摄像头故障导致,其它问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映车辆360后摄像头绿屏,经查全景后摄像头总成内部失效,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆360前、后影像偶尔出现绿屏花屏,经检查发现，该车辆前、后摄像头功能失效，导致故障发生,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆360前部画面模糊，要求处理,技师试车检查全景前摄像头总成故障，需要更换。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映车辆360无影像,报备技术部，经技术老师判断，建议更换底盘同轴线束总成,其它问题
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆ACC灯亮,经维修师傅检查发现车辆自适应巡航控制器总成失效导致,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆报ACC故障码,经技师检查发现自适应巡航控制器总成内部问题导致,ACC/AEB/LKA失效
智能化,驾驶辅助,车道辅助系统问题,自适应巡航控制器总成,客户反映车辆报故障码,经技师检查发现自适应巡航控制器总成车道偏离控制器总成内部问题导致,ACC/AEB/LKA失效
智能化,驾驶辅助,车道辅助系统问题,前向短距摄像头,客户反映车辆车道辅助功能故障。故障时间：2025.7.29号,经检查为前向短距摄像头内部电路故障导致,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,客户反映车辆打开360时右侧影像模糊;,经检查右摄像头进水,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映车辆倒车后摄像头蓝屏,技师检查全景后摄像头总成故障,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户反映车辆倒车镜有异响。,客户进站，我站技师检查发现右倒车镜折叠，展开过程中有{吱吱}，{咔咔}的摩擦声音。,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆倒车摄像头模糊，右后视镜摄像头模糊.,经检查为车辆后全景摄像头及右外后视镜摄像头进水导致模糊.,全景进水
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆倒车时雷达误报,经维修师傅检查发现车辆自动泊车传感器总成失效导致,超声波雷达误报
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆倒车时右后雷达没有报警提醒。,"读取故障码：B191404 右后中传感器信号线短接电源，B192000 
   右后中传感器信号线断路。",超声波雷达失效
智能化,驾驶辅助,倒车/全景影像系统问题,后保险杠电线束总成,客户反映车辆倒车时中央显示屏绿屏。,经技师检查故障存在，故障原因是由于全景后摄像头总成和后保险杠电线束总成导致，根据维修手册更换全景后摄像头总成和后保险杠电线束总成，此部位外观无刮擦和受力痕迹，故更换此配件。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映车辆倒车影响不清楚有黑影,经检验倒车摄像头总成内部成像故障导致车辆倒车影响不清楚有黑影。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映车辆倒车影像绿屏。,经维修技师检查，判定为全景后摄像头总成内部故障导致。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映车辆倒车影像模糊、看不清。,经检查为车辆自动泊车前摄像头故障导致需更换。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆倒车影像有竖纹。,经检查车辆全景前摄像头总成内部故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映车辆倒车影像有雪花。,经检查为倒车摄像头总成内部故障导致车辆倒车影像有雪花。,360故障
智能化,驾驶辅助,人脸识别/车内拍照摄像头,全景前摄像头总成,客户反映车辆发现异常,客户进站，经技师检查发现车辆前摄像头模糊，影响安全行驶,全景模糊
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户反映车辆故障灯亮,经查侧向毫米波雷达总成内部失效，故障码U1A8E82,并线辅助故障灯亮
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆故障灯亮,经电脑诊断仪检测，显示B212604雷达失明诊断，导致故障发生,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆后全景前摄像头总成里有水珠，雾气,经检查为全景前摄像头总成密封不良导致,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆后摄像头，左前后视镜，右前后视镜360进水模糊,经维修师傅检查发现车辆后摄像头总成   外后视镜总成（右）外后视镜总成（左）失效导致,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆后摄像头进水,经技师检查故障存在，故障原因是由于全景前摄像头总成导致，根据维修手册更换全景前摄像头总成，此部位无刮擦和受力痕迹，故更换此配件,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,客户反映车辆后摄像头绿屏,经检查全景后摄像头总成故障,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,倒车摄像头总成,客户反映车辆后摄像头模糊,经师傅检查发现是由于倒车摄像头总成故障导致,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景摄像头总成,客户反映车辆后摄像头有水，影像模糊。,经检查为全景摄像头总成密封不严导致车辆后摄像头有水，影像模糊。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆后摄像头有水珠。,检查全景前摄像头总成内部零件故障导致。,全景进水
智能化,驾驶辅助,人脸识别/车内拍照摄像头,云台摄像头总成,客户反映车辆解锁后云台相机旋转有异响,经检测，因云台相机质量问题导致故障,其它问题
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,客户反映车辆开久了显示摄像头温度过高，功能无法激活。,电脑检测故障码为：B220E60 ECU温度超过最大值故障，排查确认为前视摄像头故障导致。,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆开启360全景以及挂入倒挡时右侧影像不显示，车内显示屏右侧影像为绿屏状态,经检查右侧外后视镜摄像头故障异常导致影像绿屏现象,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆亮多个故障灯。,经维修技师检查确认为自适应巡航控制器总成内部故障导致。,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自适应巡航问题,无零件,客户反映车辆亮智能驾驶故障灯。,经维修技师检查，判定为智能驾驶域控制器总成内部故障导致。,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,客户反映车辆偶尔会出现防碰撞故障灯亮,经师傅读取数据：B220649ECU内部硬件故障 U179387LCDAR通讯丢失,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,车道辅助系统问题,车道偏离控制器总成,客户反映车辆偶发性自适应巡航不可用，紧急制动不可用;,经检查车道偏离控制器总成存在故障,ACC/AEB/LKA失效
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆泊车辅助不可用，大屏显示传感器故障,进店检查，我站技师使用KT710电脑扫描故障，显示后防撞传感系统报故障，拆装后保险杠后检查线束发现后防撞传感器线束针脚插件进水腐蚀，导致其中右中后自动泊车传感器总成损坏，我站技师最终判断由于后保险杠电线束总成密封性出厂设计缺陷，导致此故障发生，建议更换后保险杠电线束总成，自动泊车传感器总成,全景模糊
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆泊车启动失败，显示右前传感器故障。,B191B0B 右前边传感器信号线断路,超声波雷达失效
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆启动后抖动、ACC故障灯闪烁常量,技师检查为ACC故障、高压油泵故障导致,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前部影像模糊,经师傅检查是由于全景前摄像头总成故障导致,全景模糊
智能化,驾驶辅助,自适应巡航问题,前向毫米波雷达总成,客户反映车辆前方总是显示有障碍物、,经维修技师检修为前向毫米波雷达总成故障导致，,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前后摄像头模糊，来我站检查,经维修技师检查为前后全景后摄像头总成故障导致,全景模糊
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆前雷达没有障碍物也报警,经检查发现，该车辆左前雷达功能失效，导致故障发生,超声波雷达误报
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前面的摄像头模糊,车辆进站后维修技术检查判断为前景摄像头进水汽导致的显示屏模糊，该故障非人为或者外力因素所致，考虑客户车辆在质保期内，建议更换全景前摄像头总成一个,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头绿屏，后门外护板翘,本店维修技师检查确认故障存在属于质量原因申请给与免费更换,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映车辆前摄像头模糊,车辆进站后经维修技术检查判断为前摄像头故障，该故障非人为或者外力因素所致，考虑客户车辆在质保期内，建议更换自动泊车摄像头总成一个,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头模糊;,经检查全景前摄像头总成故障。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映车辆前摄像头内有水印，无法消除,经检查前摄像头质量问题导致前摄像头内有水印，无法消除,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头偶发性无影像,经检测，因前摄像头质量原因导致故障,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头失效,经我站维修人员检查发现为全景前摄像头总成绿屏导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头显示绿屏,经查全景前摄像头总成内部失效导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头影像绿屏;,经检查，确认为该车全景前摄像头总成工作异常导致绿屏。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前摄像头中控显示屏画面黑屏。,经检查为全景前摄像头总成内部故障导致。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前影像模糊。,经维修技师检查，判定为全景前摄像头总成密封不良进水导致。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆前置摄像头模糊,经检查，前置摄像头没有碰撞，没有进水，前置摄像头损坏。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映车辆全景360花屏,经维修师傅检查发现车辆全景360失效导致,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆全景360绿屏。,经维修技师检查，确定为车辆外后视镜总成（右）摄像头故障所致。,摄像头问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆全景前摄像头炸裂。,经技师检查车辆无外伤，全景前摄像头总成自身故障导致炸裂。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆全景影像后摄像绿屏,技师检查后发现故障是由于全景前摄像头总成内部故障导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆全景影像绿屏,确认故障存在，左前外后视镜摄像头故障，导致车辆全景影像绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆全景右侧摄像绿屏,技师检查后发现故障是由于外后视镜总成（右/合成件）内部故障导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆全景左侧影像绿屏,维修人员检查是该车左侧外后视镜上摄像头故障导致绿屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,客户反映车辆刹车报警，来我站检查,经维修技师检查为前视摄像头总成故障导致,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆摄像头画面模糊，左前玻璃升降异响,经维修技师检查为前摄像头内部有水汽导致画面模糊，左前玻璃升降器和门框条泥槽质量故障，导致升降异响,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,客户反映车辆摄像头进水,经我店维修技师检查为车辆自动泊车摄像头总成故障,全景进水
智能化,驾驶辅助,自动泊车系统问题,自动泊车摄像头总成,客户反映车辆摄像头模糊,经我店维修技师检查为车辆自动泊车摄像头总成故障,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,客户反映车辆摄像头模糊。,检查外后视镜总成（右）（合成件）内部零件故障导致。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左）(合成件),客户反映车辆摄像头模糊。,检查外后视镜总成（左）(合成件)内部零件故障导致。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆摄像头模糊。客户月份车辆左前外后视镜模糊。,检查全景前摄像头总成内部零件故障导致。检查外后视镜总成（左）（合成件）内部零件故障导致。,360故障
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆停车状态下前方无任何障碍物前雷达一直响；最近一次故障时间2025.4.9上午；,检查分析；自动泊车传感器内部电路导致故障；,超声波雷达误报
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆外后视镜折叠一半折叠不回去,经检查左外后视镜内部损坏导致，需更换处理,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,客户反映车辆显示屏经常不准。,经检查发现因前视摄像头故障导致显示不准。,ACC/AEB/LKA失效
智能化,驾驶辅助,自动泊车系统问题,前保险杠电线束总成,客户反映车辆行车过程中前方无障碍，前雷达一直滴滴的响；最近一次故障时间2025.4.20下午；,检查分析；自动泊车传感器内部电路导致故障；前保险杠电线束内部电路导致故障；,其它问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆行驶过程中左前后视镜异响,经维修技师检测，车辆外后视镜总成（左）故障问题,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶时打转向器异响故障及全景前摄像头总成显示器有光圈故障,经过维修人员检测发现是前支柱总成（右）前支柱总成（左）上盖磨损导致行驶打转向器异响故障及全景前摄像头总成内部接触不良导致显示器有光圈故障,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶时倒车摄像头是蓝色的.,经检查为车辆全景前摄像头失效导致.,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶时后摄像头看不清.,经检查为车辆全景后摄像头进水导致模糊不清,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶时前摄像头看不清.,经维修技师检查为车辆全景前摄像头失效导致模糊不清.,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶时前摄像头看不清.,经检查为车辆全景前摄像失效导致模糊不清.,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶时前摄像头绿屏.,经检查为车辆全景前摄像头失效导致.,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户反映车辆行驶时右边变向辅助灯没有车都会闪,经检查为车辆右侧向毫米波雷达失效导致故障.,并线辅助功能失效
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆行驶时右侧后视镜出有强烈的吹哨般的异响声音,维修人员检查是该车右侧外后视镜松旷导致异响,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆行驶途中异响，机盖异响，摄像头偶发性花屏,本店维修技师检查确认故障存在属于质量原因申请给与免费更换,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆行驶中ACC报警。,经检查自适应巡航控制器总成故障导致车辆行驶中ACC报警。,ACC/AEB/LKA失效
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆行驶中会自动刹车。,经检查自适应巡航控制器总成故障导致车辆行驶中会自动刹车。,AEB误触发
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,客户反映车辆行驶中四周无障碍物车辆紧急制动。,检查为前视摄像头问题,AEB误触发
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户反映车辆行驶中左前方有异响，有风噪声。,经维修技师检修为外后视镜总成（左）前门玻璃呢槽（左），前门密封条（左）故障导致，,异响问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户反映车辆行驶左侧有异响。,经师傅路试后检查判定为外后视镜固定松动异响。,异响问题
智能化,驾驶辅助,车道辅助系统问题,前视摄像头总成,客户反映车辆仪表故障码点亮，车道辅助故障。,经检查为车辆前视摄像头内部故障导致需更换,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,客户反映车辆仪表亮故障灯,车辆行驶过程中出现制动紧急故障灯、ACC故障灯，故障属实存在，电脑诊断读取故障码B220649ECU内部硬件故障、B220398ECU温度超过运行值故障、B220E60ECU温度超过最大值故障，判断是前视摄像头内部故障导致，将同款进行对调后故障排除。,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,并线辅助系统问题,侧向毫米波雷达总成,客户反映车辆仪表亮故障灯，并线辅助用不了,经检查发现，该车辆左后毫米波雷达功能失效，导致故障发生,并线辅助故障灯亮
智能化,驾驶辅助,车道辅助系统问题,前视摄像头总成,客户反映车辆仪表上报车道辅助驾驶故障；,检查分析；前视摄像头内部电路导致故障；,ACC/AEB/LKA失效
智能化,驾驶辅助,自适应巡航问题,前保险杠下格栅装饰盖板总成,客户反映车辆仪表上经常亮ACC故障灯；,检查分析；自适应巡航控制器内部电路导致故障；前保险杠下格栅装饰盖板内部导致故障；,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映车辆仪表上显示辅助驾驶不可用；,检查分析；前短视摄像头导致故障；,ACC/AEB/LKA失效
智能化,驾驶辅助,人脸识别/车内拍照摄像头,前视摄像头总成,客户反映车辆仪表显示紧急制动系统不可用，前摄像头遮挡,经我站检查该车仪表显示紧急制动系统不可用为前视摄像头总成内部故障问题导致，无法修复需要更换。,ACC/AEB/LKA失效
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）,客户反映车辆异响，后视镜褪色问题,经检查为炭罐截止阀总成及外后视镜总成（左）故障,异响问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆右边后视镜上的镜片自然破裂了,经我站技术人员检查看到外后视镜总成（右/合成件）上的镜片无外力受损，判断需更换外后视镜总成（右/合成件）,镜片问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆右侧后视镜摄像头绿屏,经检查为车辆右后视镜绿屏的故障,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆右侧后视镜锁车时不闭合,经检测，因右侧后视镜质量原因导致故障,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆右后反光镜蓝屏，,经检查技师试车后确定右后视镜摄像头故障引起花屏,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆右后视镜外壳变形。,经我站维修人员检查该车右后视镜外壳自然变形，无外力所致。,外观问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆右前360不显示绿屏,经维修师傅检查发现车辆外后视镜总成（右/合成件）失效导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,客户反映车辆右前360模糊,经维修师傅检查发现车辆外后视镜总成（右）（合成件）失效导致,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆右前360摄像头花瓶不显示,经维修师傅检查发现车辆外后视镜总成（右/合成件）失效导致,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆右前后视镜折叠会碰到车身,经维修师傅检查发现车辆外后视镜总成（右）失效导致,折叠问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆右前轮圈氧化；右后视镜经常不能折叠。,经检查为右外后视镜内部故障导致右后视镜经常不能折叠；右前车轮氧化生锈。,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,客户反映车辆右前全景360画面绿屏。,经检查为外后视镜总成（右/合成件）内部故障导致。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,胎压监测传感器总成,客户反映车辆右前胎压不显示,经维修师傅检查发现车辆胎压监测传感器总成失效导致,其它问题
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆右前自动泊车传感器总成误报。故障时间：2025.3.21号,经检查为右前自动泊车传感器总成内部电路故障导致,超声波雷达误报
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆右外后视镜，镜片不加热；,检查分析；右外后视镜内部电路导致故障；,镜片问题
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映车辆右转向或者打开360全景影像的时候，右侧的画面区域有一块阴影区域，就像马赛克一样比较模糊，车辆移动了之后也是一直不会消散。,经拆检发现为右外后视镜总成内部的摄像头内部有重影或阴影导致。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆雨天摄像头显示花屏问题,经检查为全景后摄像头总成及全景前摄像头总成故障,360故障
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户反映车辆主驾驶后视镜无法回弹（偶尔）,经技师检查故障存在，故障原因是由于外后视镜总成(左 合成件）导致，根据维修手册更换外后视镜总成(左 合成件）此部位无刮擦和受力痕迹，故更换此配件,仅描述后视镜故障
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆自适应巡航故障灯亮,电脑连接车辆诊断读取故障码B212604雷达失明诊断、B213278下线标定未完成诊断，判断是自适应巡航控制器内部故障导致。,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,客户反映车辆自适应巡航无法使用,经检查确认自适应巡航控制器总成损坏,ACC/AEB/LKA失效
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆左边后视镜摄像头蓝屏,经检查技师试车后确定左外后视镜摄像头故障引起屏幕左侧影像蓝屏,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆左侧360画面模糊,经维修技师检查为左侧后视镜上摄像头内部进水，导致画面模糊,全景进水
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆左侧360影像显示绿屏，,经检查发现：左外后视镜因摄像头内部元器件损坏导致显示屏显示360影像绿屏。,摄像头问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆左后视镜打开360摄像头绿屏,经维修师傅检查发现车辆外后视镜总成（左/合成件）失效导致,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,客户反映车辆左后视镜摄像头有水汽,经检查发现：外后视镜总成（左）因材质原因导致密封不良引起摄像头内有水珠。,摄像头问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,客户反映车辆左前。右前360模糊,经维修师傅检查发现车辆全景左摄像头总成，全景右摄像头总成失效导致,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆左前360画面显示绿屏。,经检查为外后视镜总成（左/合成件）摄像头内部故障导致。,摄像头问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆左前后视镜折叠时后视镜折叠处会摩擦,经维修师傅检查发现车辆外后视镜总成(左 合成件）失效导致,折叠问题
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,客户反映车辆左前雷达异常工作失效。最后一次发生在2025年7月7日上午9时。,经检查为自动泊车传感器总成内部故障导致。,超声波雷达失效
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,客户反映车辆左外倒车影像不显示、蓝屏。,经检查为车辆左外后视镜360影像故障导致需更换,360绿屏/黑屏/花屏/蓝屏
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆左外后视镜偶尔不折叠,经检查左外后视镜内部故障导致，需更换处理,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,客户反映车辆左外后视镜总成上摄像头看不见，不显示图像,经检查为左外后视镜总成上摄像头内部电路故障导致,360故障
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,客户反映车辆左外后视镜总成折叠时只能折叠到一半,经检查为左外后视镜总成内部卡滞导致,折叠问题
